Age [a] (b2k),Depth ice/snow [m] (NGRIP1),Depth ice/snow [m] (NGRIP2),MCE [a],comb_ngrip
44499,,2173.751,1789,2173.751
44500,,2173.766,1789,2173.766
44501,,2173.788,1789,2173.788
44502,,2173.802,1789,2173.802
44503,,2173.829,1789,2173.829
44504,,2173.847,1789,2173.847
44505,,2173.866,1789,2173.866
44506,,2173.879,1790,2173.879
44507,,2173.889,1790,2173.889
44508,,2173.901,1790,2173.901
44509,,2173.916,1790,2173.916
44510,,2173.932,1790,2173.932
44511,,2173.954,1790,2173.954
44512,,2173.98,1790,2173.98
44513,,2173.999,1790,2173.999
44514,,2174.017,1790,2174.017
44515,,2174.033,1790,2174.033
44516,,2174.049,1790,2174.049
44517,,2174.066,1790,2174.066
44518,,2174.083,1790,2174.083
44519,,2174.103,1790,2174.103
44520,,2174.116,1790,2174.116
44521,,2174.138,1790,2174.138
44522,,2174.156,1790,2174.156
44523,,2174.176,1790,2174.176
44524,,2174.19,1790,2174.19
44525,,2174.21,1790,2174.21
44526,,2174.231,1790,2174.231
44527,,2174.248,1790,2174.248
44528,,2174.268,1790,2174.268
44529,,2174.302,1790,2174.302
44530,,2174.318,1790,2174.318
44531,,2174.342,1790,2174.342
44532,,2174.355,1790,2174.355
44533,,2174.376,1790,2174.376
44534,,2174.39,1790,2174.39
44535,,2174.404,1790,2174.404
44536,,2174.423,1790,2174.423
44537,,2174.435,1790,2174.435
44538,,2174.454,1790,2174.454
44539,,2174.473,1790,2174.473
44540,,2174.495,1790,2174.495
44541,,2174.515,1790,2174.515
44542,,2174.527,1790,2174.527
44543,,2174.542,1790,2174.542
44544,,2174.558,1790,2174.558
44545,,2174.573,1790,2174.573
44546,,2174.592,1790,2174.592
44547,,2174.605,1790,2174.605
44548,,2174.617,1790,2174.617
44549,,2174.634,1790,2174.634
44550,,2174.652,1790,2174.652
44551,,2174.667,1790,2174.667
44552,,2174.689,1790,2174.689
44553,,2174.706,1790,2174.706
44554,,2174.72,1790,2174.72
44555,,2174.734,1790,2174.734
44556,,2174.747,1790,2174.747
44557,,2174.756,1791,2174.756
44558,,2174.773,1791,2174.773
44559,,2174.785,1791,2174.785
44560,,2174.8,1791,2174.8
44561,,2174.817,1791,2174.817
44562,,2174.832,1791,2174.832
44563,,2174.851,1791,2174.851
44564,,2174.867,1791,2174.867
44565,,2174.88,1791,2174.88
44566,,2174.898,1791,2174.898
44567,,2174.918,1791,2174.918
44568,,2174.941,1791,2174.941
44569,,2174.963,1791,2174.963
44570,,2174.976,1791,2174.976
44571,,2174.99,1791,2174.99
44572,,2175.005,1791,2175.005
44573,,2175.026,1791,2175.026
44574,,2175.041,1791,2175.041
44575,,2175.052,1791,2175.052
44576,,2175.069,1791,2175.069
44577,,2175.085,1791,2175.085
44578,,2175.097,1791,2175.097
44579,,2175.107,1791,2175.107
44580,,2175.12,1791,2175.12
44581,,2175.137,1791,2175.137
44582,,2175.152,1791,2175.152
44583,,2175.171,1791,2175.171
44584,,2175.183,1791,2175.183
44585,,2175.199,1791,2175.199
44586,,2175.22,1791,2175.22
44587,,2175.239,1791,2175.239
44588,,2175.253,1791,2175.253
44589,,2175.264,1791,2175.264
44590,,2175.278,1791,2175.278
44591,,2175.293,1791,2175.293
44592,,2175.309,1791,2175.309
44593,,2175.318,1792,2175.318
44594,,2175.329,1792,2175.329
44595,,2175.346,1792,2175.346
44596,,2175.355,1792,2175.355
44597,,2175.37,1792,2175.37
44598,,2175.384,1792,2175.384
44599,,2175.405,1792,2175.405
44600,,2175.422,1792,2175.422
44601,,2175.441,1792,2175.441
44602,,2175.457,1792,2175.457
44603,,2175.47,1792,2175.47
44604,,2175.483,1792,2175.483
44605,,2175.502,1792,2175.502
44606,,2175.517,1792,2175.517
44607,,2175.539,1792,2175.539
44608,,2175.552,1792,2175.552
44609,,2175.566,1793,2175.566
44610,,2175.578,1793,2175.578
44611,,2175.593,1793,2175.593
44612,,2175.611,1793,2175.611
44613,,2175.624,1793,2175.624
44614,,2175.638,1793,2175.638
44615,,2175.66,1793,2175.66
44616,,2175.675,1793,2175.675
44617,,2175.698,1793,2175.698
44618,,2175.714,1793,2175.714
44619,,2175.729,1793,2175.729
44620,,2175.753,1793,2175.753
44621,,2175.771,1793,2175.771
44622,,2175.786,1793,2175.786
44623,,2175.797,1793,2175.797
44624,,2175.815,1793,2175.815
44625,,2175.825,1793,2175.825
44626,,2175.835,1793,2175.835
44627,,2175.849,1793,2175.849
44628,,2175.861,1793,2175.861
44629,,2175.871,1793,2175.871
44630,,2175.881,1793,2175.881
44631,,2175.89,1793,2175.89
44632,,2175.902,1793,2175.902
44633,,2175.914,1793,2175.914
44634,,2175.929,1793,2175.929
44635,,2175.938,1794,2175.938
44636,,2175.951,1794,2175.951
44637,,2175.964,1794,2175.964
44638,,2175.977,1794,2175.977
44639,,2175.987,1794,2175.987
44640,,2175.997,1794,2175.997
44641,,2176.017,1794,2176.017
44642,,2176.025,1794,2176.025
44643,,2176.036,1794,2176.036
44644,,2176.05,1794,2176.05
44645,,2176.065,1794,2176.065
44646,,2176.077,1794,2176.077
44647,,2176.089,1795,2176.089
44648,,2176.099,1795,2176.099
44649,,2176.108,1795,2176.108
44650,,2176.121,1795,2176.121
44651,,2176.133,1795,2176.133
44652,,2176.14,1795,2176.14
44653,,2176.161,1795,2176.161
44654,,2176.174,1795,2176.174
44655,,2176.191,1795,2176.191
44656,,2176.203,1795,2176.203
44657,,2176.224,1795,2176.224
44658,,2176.246,1795,2176.246
44659,,2176.261,1795,2176.261
44660,,2176.277,1795,2176.277
44661,,2176.291,1795,2176.291
44662,,2176.304,1795,2176.304
44663,,2176.317,1795,2176.317
44664,,2176.331,1795,2176.331
44665,,2176.35,1795,2176.35
44666,,2176.371,1795,2176.371
44667,,2176.397,1795,2176.397
44668,,2176.412,1795,2176.412
44669,,2176.429,1795,2176.429
44670,,2176.447,1795,2176.447
44671,,2176.465,1795,2176.465
44672,,2176.478,1795,2176.478
44673,,2176.496,1795,2176.496
44674,,2176.515,1795,2176.515
44675,,2176.535,1795,2176.535
44676,,2176.548,1795,2176.548
44677,,2176.572,1795,2176.572
44678,,2176.584,1795,2176.584
44679,,2176.599,1795,2176.599
44680,,2176.614,1796,2176.614
44681,,2176.625,1796,2176.625
44682,,2176.641,1796,2176.641
44683,,2176.655,1796,2176.655
44684,,2176.677,1796,2176.677
44685,,2176.691,1796,2176.691
44686,,2176.712,1796,2176.712
44687,,2176.725,1796,2176.725
44688,,2176.75,1796,2176.75
44689,,2176.772,1796,2176.772
44690,,2176.791,1796,2176.791
44691,,2176.809,1796,2176.809
44692,,2176.823,1796,2176.823
44693,,2176.844,1796,2176.844
44694,,2176.861,1796,2176.861
44695,,2176.873,1796,2176.873
44696,,2176.891,1796,2176.891
44697,,2176.918,1796,2176.918
44698,,2176.931,1796,2176.931
44699,,2176.945,1796,2176.945
44700,,2176.961,1796,2176.961
44701,,2176.975,1796,2176.975
44702,,2176.999,1796,2176.999
44703,,2177.016,1796,2177.016
44704,,2177.03,1797,2177.03
44705,,2177.04,1797,2177.04
44706,,2177.05,1797,2177.05
44707,,2177.062,1797,2177.062
44708,,2177.079,1797,2177.079
44709,,2177.098,1797,2177.098
44710,,2177.115,1797,2177.115
44711,,2177.13,1797,2177.13
44712,,2177.145,1797,2177.145
44713,,2177.163,1797,2177.163
44714,,2177.174,1797,2177.174
44715,,2177.202,1797,2177.202
44716,,2177.233,1797,2177.233
44717,,2177.249,1797,2177.249
44718,,2177.27,1797,2177.27
44719,,2177.284,1797,2177.284
44720,,2177.297,1798,2177.297
44721,,2177.309,1798,2177.309
44722,,2177.325,1798,2177.325
44723,,2177.346,1798,2177.346
44724,,2177.363,1798,2177.363
44725,,2177.385,1798,2177.385
44726,,2177.401,1798,2177.401
44727,,2177.411,1799,2177.411
44728,,2177.421,1799,2177.421
44729,,2177.444,1799,2177.444
44730,,2177.458,1799,2177.458
44731,,2177.481,1799,2177.481
44732,,2177.498,1799,2177.498
44733,,2177.521,1799,2177.521
44734,,2177.532,1800,2177.532
44735,,2177.546,1800,2177.546
44736,,2177.56,1800,2177.56
44737,,2177.582,1800,2177.582
44738,,2177.598,1800,2177.598
44739,,2177.61,1801,2177.61
44740,,2177.621,1801,2177.621
44741,,2177.633,1801,2177.633
44742,,2177.647,1801,2177.647
44743,,2177.663,1801,2177.663
44744,,2177.679,1801,2177.679
44745,,2177.688,1801,2177.688
44746,,2177.701,1801,2177.701
44747,,2177.717,1801,2177.717
44748,,2177.739,1801,2177.739
44749,,2177.751,1801,2177.751
44750,,2177.765,1802,2177.765
44751,,2177.775,1802,2177.775
44752,,2177.787,1802,2177.787
44753,,2177.802,1802,2177.802
44754,,2177.82,1802,2177.82
44755,,2177.837,1802,2177.837
44756,,2177.851,1802,2177.851
44757,,2177.878,1802,2177.878
44758,,2177.893,1802,2177.893
44759,,2177.91,1802,2177.91
44760,,2177.921,1803,2177.921
44761,,2177.934,1803,2177.934
44762,,2177.949,1803,2177.949
44763,,2177.958,1803,2177.958
44764,,2177.971,1803,2177.971
44765,,2177.984,1803,2177.984
44766,,2177.998,1803,2177.998
44767,,2178.011,1803,2178.011
44768,,2178.034,1803,2178.034
44769,,2178.062,1803,2178.062
44770,,2178.079,1803,2178.079
44771,,2178.091,1803,2178.091
44772,,2178.109,1803,2178.109
44773,,2178.122,1803,2178.122
44774,,2178.141,1803,2178.141
44775,,2178.158,1803,2178.158
44776,,2178.176,1803,2178.176
44777,,2178.193,1803,2178.193
44778,,2178.211,1803,2178.211
44779,,2178.235,1803,2178.235
44780,,2178.257,1803,2178.257
44781,,2178.273,1803,2178.273
44782,,2178.298,1803,2178.298
44783,,2178.311,1803,2178.311
44784,,2178.329,1803,2178.329
44785,,2178.349,1803,2178.349
44786,,2178.364,1803,2178.364
44787,,2178.384,1803,2178.384
44788,,2178.399,1803,2178.399
44789,,2178.416,1803,2178.416
44790,,2178.432,1803,2178.432
44791,,2178.451,1803,2178.451
44792,,2178.465,1803,2178.465
44793,,2178.479,1803,2178.479
44794,,2178.489,1804,2178.489
44795,,2178.503,1804,2178.503
44796,,2178.517,1804,2178.517
44797,,2178.536,1804,2178.536
44798,,2178.563,1804,2178.563
44799,,2178.582,1804,2178.582
44800,,2178.595,1804,2178.595
44801,,2178.618,1804,2178.618
44802,,2178.634,1804,2178.634
44803,,2178.653,1804,2178.653
44804,,2178.666,1804,2178.666
44805,,2178.678,1804,2178.678
44806,,2178.708,1804,2178.708
44807,,2178.723,1805,2178.723
44808,,2178.736,1805,2178.736
44809,,2178.75,1805,2178.75
44810,,2178.777,1805,2178.777
44811,,2178.793,1805,2178.793
44812,,2178.806,1805,2178.806
44813,,2178.819,1805,2178.819
44814,,2178.831,1805,2178.831
44815,,2178.847,1805,2178.847
44816,,2178.863,1805,2178.863
44817,,2178.881,1805,2178.881
44818,,2178.894,1805,2178.894
44819,,2178.912,1805,2178.912
44820,,2178.929,1805,2178.929
44821,,2178.941,1805,2178.941
44822,,2178.959,1805,2178.959
44823,,2178.971,1805,2178.971
44824,,2178.996,1805,2178.996
44825,,2179.013,1805,2179.013
44826,,2179.023,1806,2179.023
44827,,2179.037,1806,2179.037
44828,,2179.057,1806,2179.057
44829,,2179.078,1806,2179.078
44830,,2179.092,1806,2179.092
44831,,2179.104,1806,2179.104
44832,,2179.129,1806,2179.129
44833,,2179.149,1806,2179.149
44834,,2179.162,1806,2179.162
44835,,2179.179,1806,2179.179
44836,,2179.194,1806,2179.194
44837,,2179.211,1806,2179.211
44838,,2179.232,1806,2179.232
44839,,2179.248,1806,2179.248
44840,,2179.264,1806,2179.264
44841,,2179.281,1806,2179.281
44842,,2179.293,1807,2179.293
44843,,2179.307,1807,2179.307
44844,,2179.328,1807,2179.328
44845,,2179.343,1807,2179.343
44846,,2179.363,1807,2179.363
44847,,2179.382,1807,2179.382
44848,,2179.398,1807,2179.398
44849,,2179.422,1807,2179.422
44850,,2179.438,1807,2179.438
44851,,2179.451,1808,2179.451
44852,,2179.46,1808,2179.46
44853,,2179.476,1808,2179.476
44854,,2179.489,1808,2179.489
44855,,2179.501,1808,2179.501
44856,,2179.524,1808,2179.524
44857,,2179.541,1808,2179.541
44858,,2179.559,1808,2179.559
44859,,2179.573,1808,2179.573
44860,,2179.583,1808,2179.583
44861,,2179.592,1809,2179.592
44862,,2179.61,1809,2179.61
44863,,2179.624,1809,2179.624
44864,,2179.643,1809,2179.643
44865,,2179.654,1809,2179.654
44866,,2179.668,1809,2179.668
44867,,2179.685,1809,2179.685
44868,,2179.697,1809,2179.697
44869,,2179.725,1809,2179.725
44870,,2179.737,1809,2179.737
44871,,2179.754,1809,2179.754
44872,,2179.772,1809,2179.772
44873,,2179.786,1809,2179.786
44874,,2179.801,1809,2179.801
44875,,2179.824,1809,2179.824
44876,,2179.843,1809,2179.843
44877,,2179.858,1809,2179.858
44878,,2179.868,1809,2179.868
44879,,2179.882,1810,2179.882
44880,,2179.89,1810,2179.89
44881,,2179.901,1810,2179.901
44882,,2179.918,1810,2179.918
44883,,2179.93,1810,2179.93
44884,,2179.947,1810,2179.947
44885,,2179.969,1810,2179.969
44886,,2179.989,1810,2179.989
44887,,2180.003,1810,2180.003
44888,,2180.026,1810,2180.026
44889,,2180.038,1810,2180.038
44890,,2180.064,1810,2180.064
44891,,2180.078,1810,2180.078
44892,,2180.091,1810,2180.091
44893,,2180.104,1810,2180.104
44894,,2180.118,1810,2180.118
44895,,2180.134,1810,2180.134
44896,,2180.151,1810,2180.151
44897,,2180.166,1810,2180.166
44898,,2180.182,1810,2180.182
44899,,2180.199,1810,2180.199
44900,,2180.214,1810,2180.214
44901,,2180.225,1811,2180.225
44902,,2180.239,1811,2180.239
44903,,2180.256,1811,2180.256
44904,,2180.282,1811,2180.282
44905,,2180.296,1811,2180.296
44906,,2180.31,1811,2180.31
44907,,2180.332,1811,2180.332
44908,,2180.351,1811,2180.351
44909,,2180.367,1811,2180.367
44910,,2180.382,1811,2180.382
44911,,2180.396,1811,2180.396
44912,,2180.419,1811,2180.419
44913,,2180.433,1811,2180.433
44914,,2180.45,1811,2180.45
44915,,2180.464,1811,2180.464
44916,,2180.482,1811,2180.482
44917,,2180.495,1811,2180.495
44918,,2180.51,1811,2180.51
44919,,2180.531,1811,2180.531
44920,,2180.547,1811,2180.547
44921,,2180.567,1811,2180.567
44922,,2180.584,1811,2180.584
44923,,2180.598,1811,2180.598
44924,,2180.61,1812,2180.61
44925,,2180.625,1812,2180.625
44926,,2180.642,1812,2180.642
44927,,2180.656,1812,2180.656
44928,,2180.674,1812,2180.674
44929,,2180.695,1812,2180.695
44930,,2180.722,1812,2180.722
44931,,2180.747,1812,2180.747
44932,,2180.76,1812,2180.76
44933,,2180.779,1812,2180.779
44934,,2180.799,1812,2180.799
44935,,2180.814,1812,2180.814
44936,,2180.831,1812,2180.831
44937,,2180.847,1812,2180.847
44938,,2180.858,1812,2180.858
44939,,2180.87,1813,2180.87
44940,,2180.886,1813,2180.886
44941,,2180.899,1813,2180.899
44942,,2180.921,1813,2180.921
44943,,2180.938,1813,2180.938
44944,,2180.957,1813,2180.957
44945,,2180.974,1813,2180.974
44946,,2180.989,1813,2180.989
44947,,2180.999,1814,2180.999
44948,,2181.012,1814,2181.012
44949,,2181.023,1814,2181.023
44950,,2181.042,1814,2181.042
44951,,2181.067,1814,2181.067
44952,,2181.079,1814,2181.079
44953,,2181.092,1814,2181.092
44954,,2181.111,1814,2181.111
44955,,2181.129,1814,2181.129
44956,,2181.147,1814,2181.147
44957,,2181.158,1814,2181.158
44958,,2181.179,1814,2181.179
44959,,2181.19,1815,2181.19
44960,,2181.202,1815,2181.202
44961,,2181.22,1815,2181.22
44962,,2181.245,1815,2181.245
44963,,2181.258,1815,2181.258
44964,,2181.28,1815,2181.28
44965,,2181.295,1815,2181.295
44966,,2181.311,1815,2181.311
44967,,2181.321,1815,2181.321
44968,,2181.333,1815,2181.333
44969,,2181.344,1815,2181.344
44970,,2181.361,1815,2181.361
44971,,2181.377,1815,2181.377
44972,,2181.398,1815,2181.398
44973,,2181.417,1815,2181.417
44974,,2181.431,1815,2181.431
44975,,2181.45,1815,2181.45
44976,,2181.468,1815,2181.468
44977,,2181.485,1815,2181.485
44978,,2181.506,1815,2181.506
44979,,2181.518,1815,2181.518
44980,,2181.541,1815,2181.541
44981,,2181.554,1815,2181.554
44982,,2181.566,1816,2181.566
44983,,2181.583,1816,2181.583
44984,,2181.596,1816,2181.596
44985,,2181.611,1816,2181.611
44986,,2181.627,1816,2181.627
44987,,2181.65,1816,2181.65
44988,,2181.661,1816,2181.661
44989,,2181.674,1816,2181.674
44990,,2181.689,1816,2181.689
44991,,2181.714,1816,2181.714
44992,,2181.732,1816,2181.732
44993,,2181.749,1816,2181.749
44994,,2181.761,1816,2181.761
44995,,2181.785,1816,2181.785
44996,,2181.799,1816,2181.799
44997,,2181.821,1816,2181.821
44998,,2181.84,1816,2181.84
44999,,2181.85,1817,2181.85
45000,,2181.866,1817,2181.866
45001,,2181.888,1817,2181.888
45002,,2181.903,1817,2181.903
45003,,2181.927,1817,2181.927
45004,,2181.944,1817,2181.944
45005,,2181.957,1817,2181.957
45006,,2181.978,1817,2181.978
45007,,2182.001,1817,2182.001
45008,,2182.014,1817,2182.014
45009,,2182.028,1818,2182.028
45010,,2182.042,1818,2182.042
45011,,2182.056,1818,2182.056
45012,,2182.077,1818,2182.077
45013,,2182.101,1818,2182.101
45014,,2182.119,1818,2182.119
45015,,2182.133,1818,2182.133
45016,,2182.153,1818,2182.153
45017,,2182.179,1818,2182.179
45018,,2182.201,1818,2182.201
45019,,2182.217,1818,2182.217
45020,,2182.227,1818,2182.227
45021,,2182.244,1818,2182.244
45022,,2182.258,1818,2182.258
45023,,2182.28,1818,2182.28
45024,,2182.292,1818,2182.292
45025,,2182.311,1818,2182.311
45026,,2182.329,1818,2182.329
45027,,2182.344,1818,2182.344
45028,,2182.358,1819,2182.358
45029,,2182.369,1819,2182.369
45030,,2182.39,1819,2182.39
45031,,2182.413,1819,2182.413
45032,,2182.433,1819,2182.433
45033,,2182.451,1819,2182.451
45034,,2182.473,1819,2182.473
45035,,2182.494,1819,2182.494
45036,,2182.508,1819,2182.508
45037,,2182.521,1819,2182.521
45038,,2182.546,1819,2182.546
45039,,2182.563,1819,2182.563
45040,,2182.577,1819,2182.577
45041,,2182.598,1819,2182.598
45042,,2182.61,1819,2182.61
45043,,2182.63,1819,2182.63
45044,,2182.643,1819,2182.643
45045,,2182.655,1819,2182.655
45046,,2182.668,1819,2182.668
45047,,2182.691,1819,2182.691
45048,,2182.717,1819,2182.717
45049,,2182.734,1819,2182.734
45050,,2182.752,1819,2182.752
45051,,2182.772,1819,2182.772
45052,,2182.794,1819,2182.794
45053,,2182.813,1819,2182.813
45054,,2182.841,1819,2182.841
45055,,2182.853,1819,2182.853
45056,,2182.871,1819,2182.871
45057,,2182.887,1819,2182.887
45058,,2182.909,1819,2182.909
45059,,2182.927,1819,2182.927
45060,,2182.945,1819,2182.945
45061,,2182.966,1819,2182.966
45062,,2182.987,1819,2182.987
45063,,2183.007,1819,2183.007
45064,,2183.025,1819,2183.025
45065,,2183.045,1819,2183.045
45066,,2183.058,1819,2183.058
45067,,2183.072,1819,2183.072
45068,,2183.086,1819,2183.086
45069,,2183.106,1819,2183.106
45070,,2183.123,1819,2183.123
45071,,2183.143,1819,2183.143
45072,,2183.158,1819,2183.158
45073,,2183.173,1819,2183.173
45074,,2183.185,1819,2183.185
45075,,2183.201,1819,2183.201
45076,,2183.22,1819,2183.22
45077,,2183.236,1819,2183.236
45078,,2183.252,1819,2183.252
45079,,2183.267,1819,2183.267
45080,,2183.291,1819,2183.291
45081,,2183.301,1819,2183.301
45082,,2183.323,1819,2183.323
45083,,2183.343,1819,2183.343
45084,,2183.362,1819,2183.362
45085,,2183.377,1819,2183.377
45086,,2183.395,1819,2183.395
45087,,2183.411,1819,2183.411
45088,,2183.426,1819,2183.426
45089,,2183.445,1819,2183.445
45090,,2183.462,1819,2183.462
45091,,2183.476,1819,2183.476
45092,,2183.496,1819,2183.496
45093,,2183.512,1819,2183.512
45094,,2183.524,1820,2183.524
45095,,2183.534,1820,2183.534
45096,,2183.55,1820,2183.55
45097,,2183.57,1820,2183.57
45098,,2183.585,1820,2183.585
45099,,2183.612,1820,2183.612
45100,,2183.633,1820,2183.633
45101,,2183.654,1820,2183.654
45102,,2183.67,1820,2183.67
45103,,2183.694,1820,2183.694
45104,,2183.71,1820,2183.71
45105,,2183.732,1820,2183.732
45106,,2183.758,1820,2183.758
45107,,2183.774,1820,2183.774
45108,,2183.801,1820,2183.801
45109,,2183.815,1820,2183.815
45110,,2183.833,1820,2183.833
45111,,2183.85,1820,2183.85
45112,,2183.871,1820,2183.871
45113,,2183.89,1820,2183.89
45114,,2183.903,1820,2183.903
45115,,2183.924,1820,2183.924
45116,,2183.94,1820,2183.94
45117,,2183.956,1820,2183.956
45118,,2183.978,1820,2183.978
45119,,2183.996,1820,2183.996
45120,,2184.011,1820,2184.011
45121,,2184.021,1821,2184.021
45122,,2184.042,1821,2184.042
45123,,2184.061,1821,2184.061
45124,,2184.074,1821,2184.074
45125,,2184.092,1821,2184.092
45126,,2184.108,1821,2184.108
45127,,2184.124,1821,2184.124
45128,,2184.139,1821,2184.139
45129,,2184.151,1821,2184.151
45130,,2184.176,1821,2184.176
45131,,2184.189,1821,2184.189
45132,,2184.211,1821,2184.211
45133,,2184.23,1821,2184.23
45134,,2184.252,1821,2184.252
45135,,2184.268,1821,2184.268
45136,,2184.298,1821,2184.298
45137,,2184.314,1821,2184.314
45138,,2184.333,1821,2184.333
45139,,2184.357,1821,2184.357
45140,,2184.375,1821,2184.375
45141,,2184.394,1821,2184.394
45142,,2184.409,1822,2184.409
45143,,2184.43,1822,2184.43
45144,,2184.446,1822,2184.446
45145,,2184.465,1822,2184.465
45146,,2184.487,1822,2184.487
45147,,2184.518,1822,2184.518
45148,,2184.535,1822,2184.535
45149,,2184.551,1822,2184.551
45150,,2184.564,1822,2184.564
45151,,2184.579,1822,2184.579
45152,,2184.594,1822,2184.594
45153,,2184.61,1822,2184.61
45154,,2184.627,1822,2184.627
45155,,2184.64,1823,2184.64
45156,,2184.657,1823,2184.657
45157,,2184.679,1823,2184.679
45158,,2184.691,1823,2184.691
45159,,2184.705,1823,2184.705
45160,,2184.726,1823,2184.726
45161,,2184.738,1823,2184.738
45162,,2184.751,1823,2184.751
45163,,2184.766,1823,2184.766
45164,,2184.781,1823,2184.781
45165,,2184.807,1823,2184.807
45166,,2184.819,1824,2184.819
45167,,2184.831,1824,2184.831
45168,,2184.843,1824,2184.843
45169,,2184.854,1824,2184.854
45170,,2184.879,1824,2184.879
45171,,2184.899,1824,2184.899
45172,,2184.908,1825,2184.908
45173,,2184.92,1825,2184.92
45174,,2184.932,1825,2184.932
45175,,2184.944,1825,2184.944
45176,,2184.962,1825,2184.962
45177,,2184.976,1825,2184.976
45178,,2185.001,1825,2185.001
45179,,2185.02,1825,2185.02
45180,,2185.036,1825,2185.036
45181,,2185.054,1825,2185.054
45182,,2185.069,1825,2185.069
45183,,2185.079,1826,2185.079
45184,,2185.092,1826,2185.092
45185,,2185.116,1826,2185.116
45186,,2185.13,1826,2185.13
45187,,2185.143,1826,2185.143
45188,,2185.157,1826,2185.157
45189,,2185.173,1826,2185.173
45190,,2185.189,1826,2185.189
45191,,2185.203,1826,2185.203
45192,,2185.226,1826,2185.226
45193,,2185.239,1826,2185.239
45194,,2185.253,1826,2185.253
45195,,2185.267,1826,2185.267
45196,,2185.286,1826,2185.286
45197,,2185.305,1826,2185.305
45198,,2185.324,1826,2185.324
45199,,2185.346,1826,2185.346
45200,,2185.364,1826,2185.364
45201,,2185.385,1826,2185.385
45202,,2185.397,1826,2185.397
45203,,2185.42,1826,2185.42
45204,,2185.432,1826,2185.432
45205,,2185.444,1826,2185.444
45206,,2185.459,1826,2185.459
45207,,2185.475,1826,2185.475
45208,,2185.492,1826,2185.492
45209,,2185.503,1827,2185.503
45210,,2185.518,1827,2185.518
45211,,2185.53,1827,2185.53
45212,,2185.543,1827,2185.543
45213,,2185.567,1827,2185.567
45214,,2185.585,1827,2185.585
45215,,2185.608,1827,2185.608
45216,,2185.627,1827,2185.627
45217,,2185.641,1827,2185.641
45218,,2185.662,1827,2185.662
45219,,2185.678,1827,2185.678
45220,,2185.69,1827,2185.69
45221,,2185.707,1827,2185.707
45222,,2185.72,1827,2185.72
45223,,2185.739,1827,2185.739
45224,,2185.756,1827,2185.756
45225,,2185.775,1827,2185.775
45226,,2185.792,1827,2185.792
45227,,2185.805,1827,2185.805
45228,,2185.818,1827,2185.818
45229,,2185.837,1827,2185.837
45230,,2185.859,1827,2185.859
45231,,2185.872,1827,2185.872
45232,,2185.886,1827,2185.886
45233,,2185.906,1827,2185.906
45234,,2185.924,1827,2185.924
45235,,2185.938,1827,2185.938
45236,,2185.951,1827,2185.951
45237,,2185.966,1827,2185.966
45238,,2185.984,1827,2185.984
45239,,2185.999,1827,2185.999
45240,,2186.012,1827,2186.012
45241,,2186.029,1828,2186.029
45242,,2186.039,1828,2186.039
45243,,2186.056,1828,2186.056
45244,,2186.071,1828,2186.071
45245,,2186.098,1828,2186.098
45246,,2186.108,1829,2186.108
45247,,2186.122,1829,2186.122
45248,,2186.139,1829,2186.139
45249,,2186.156,1829,2186.156
45250,,2186.181,1829,2186.181
45251,,2186.202,1829,2186.202
45252,,2186.219,1829,2186.219
45253,,2186.237,1829,2186.237
45254,,2186.259,1829,2186.259
45255,,2186.277,1829,2186.277
45256,,2186.299,1829,2186.299
45257,,2186.313,1829,2186.313
45258,,2186.326,1829,2186.326
45259,,2186.34,1829,2186.34
45260,,2186.364,1829,2186.364
45261,,2186.384,1829,2186.384
45262,,2186.4,1829,2186.4
45263,,2186.417,1829,2186.417
45264,,2186.436,1829,2186.436
45265,,2186.45,1829,2186.45
45266,,2186.468,1829,2186.468
45267,,2186.492,1829,2186.492
45268,,2186.508,1829,2186.508
45269,,2186.527,1829,2186.527
45270,,2186.539,1829,2186.539
45271,,2186.557,1829,2186.557
45272,,2186.571,1829,2186.571
45273,,2186.589,1830,2186.589
45274,,2186.599,1830,2186.599
45275,,2186.613,1830,2186.613
45276,,2186.63,1830,2186.63
45277,,2186.65,1830,2186.65
45278,,2186.667,1830,2186.667
45279,,2186.683,1830,2186.683
45280,,2186.706,1830,2186.706
45281,,2186.721,1830,2186.721
45282,,2186.743,1830,2186.743
45283,,2186.762,1830,2186.762
45284,,2186.781,1830,2186.781
45285,,2186.795,1830,2186.795
45286,,2186.808,1830,2186.808
45287,,2186.823,1830,2186.823
45288,,2186.851,1830,2186.851
45289,,2186.873,1830,2186.873
45290,,2186.887,1830,2186.887
45291,,2186.904,1830,2186.904
45292,,2186.921,1830,2186.921
45293,,2186.947,1830,2186.947
45294,,2186.961,1831,2186.961
45295,,2186.971,1831,2186.971
45296,,2186.983,1831,2186.983
45297,,2187.003,1831,2187.003
45298,,2187.018,1831,2187.018
45299,,2187.035,1831,2187.035
45300,,2187.063,1831,2187.063
45301,,2187.076,1831,2187.076
45302,,2187.098,1831,2187.098
45303,,2187.115,1831,2187.115
45304,,2187.132,1831,2187.132
45305,,2187.145,1831,2187.145
45306,,2187.167,1831,2187.167
45307,,2187.182,1832,2187.182
45308,,2187.193,1832,2187.193
45309,,2187.212,1832,2187.212
45310,,2187.233,1832,2187.233
45311,,2187.25,1832,2187.25
45312,,2187.264,1832,2187.264
45313,,2187.275,1832,2187.275
45314,,2187.289,1832,2187.289
45315,,2187.312,1832,2187.312
45316,,2187.325,1832,2187.325
45317,,2187.348,1832,2187.348
