#ice dated horizons for WDC. From WAIS WD2014 Chronology. https://doi.pangaea.de/10.1594/PANGAEA.902577		
#depth (m) 	Cal age [a BP] (ice age)	Cal age std e
376.915	1481	2.7
377.112	1482	2.7
377.407	1483	2.7
377.692	1484	2.7
377.921	1485	2.7
378.206	1486	2.7
378.403	1487	2.7
378.6	1488	2.7
378.808	1489	2.7
379.059	1490	2.7
379.322	1491	2.7
379.541	1492	2.7
379.792	1493	2.7
379.989	1494	2.7
380.164	1495	2.7
380.328	1496	2.7
380.624	1497	2.7
380.919	1498	2.7
381.149	1499	2.7
381.346	1500	2.7
381.587	1501	2.7
381.805	1502	2.7
382.057	1503	2.7
382.243	1504	2.7
382.506	1505	2.7
382.768	1506	2.7
383.02	1507	2.7
383.217	1508	2.8
383.403	1509	2.8
383.643	1510	2.8
383.862	1511	2.8
384.081	1512	2.8
384.289	1513	2.8
384.562	1514	2.8
384.77	1515	2.8
384.989	1516	2.8
385.208	1517	2.8
385.449	1518	2.8
385.799	1519	2.8
386.094	1520	2.8
386.324	1521	2.8
386.63	1522	2.8
386.882	1523	2.8
387.123	1524	2.8
387.407	1525	2.8
387.681	1526	2.8
387.998	1527	2.8
388.239	1528	2.8
388.425	1529	2.8
388.622	1530	2.8
388.818	1531	2.8
389.048	1532	2.8
389.278	1533	2.8
389.584	1534	2.8
389.748	1535	2.8
389.945	1536	2.8
390.142	1537	2.8
390.394	1538	2.8
390.635	1539	2.8
390.875	1540	2.8
391.138	1541	2.8
391.313	1542	2.8
391.576	1543	2.8
391.882	1544	2.8
392.046	1545	2.8
392.287	1546	2.8
392.571	1547	2.8
392.878	1548	2.8
393.129	1549	2.8
393.37	1550	2.8
393.665	1551	2.8
393.851	1552	2.9
394.125	1553	2.9
394.3	1554	2.9
394.519	1555	2.9
394.738	1556	2.9
394.924	1557	2.9
395.208	1558	2.9
395.427	1559	2.9
395.624	1560	2.9
395.799	1561	2.9
396.072	1562	2.9
396.346	1563	2.9
396.532	1564	2.9
396.773	1565	2.9
397.002	1566	2.9
397.21	1567	2.9
397.462	1568	2.9
397.724	1569	2.9
397.943	1570	2.9
398.162	1571	2.9
398.468	1572	2.9
398.818	1573	2.9
399.016	1574	2.9
399.245	1575	2.9
399.42	1576	2.9
399.661	1577	2.9
399.989	1578	2.9
400.208	1579	2.9
400.427	1580	2.9
400.689	1581	2.9
400.985	1582	2.9
401.171	1583	2.9
401.357	1584	2.9
401.587	1585	2.9
401.838	1586	2.9
402.024	1587	2.9
402.243	1588	2.9
402.462	1589	2.9
402.757	1590	2.9
402.987	1591	2.9
403.206	1592	2.9
403.457	1593	2.9
403.676	1594	2.9
403.939	1595	2.9
404.125	1596	3
404.376	1597	3
404.573	1598	3
404.738	1599	3
405.033	1600	3
405.296	1601	3
405.547	1602	3
405.788	1603	3
405.985	1604	3
406.204	1605	3
406.499	1606	3
406.784	1607	3
407.057	1608	3
407.331	1609	3
407.571	1610	3
407.845	1611	3
408.075	1612	3
408.326	1613	3
408.567	1614	3
408.775	1615	3
408.983	1616	3
409.201	1617	3
409.376	1618	3
409.661	1619	3
409.891	1620	3
410.11	1621	3
410.317	1622	3
410.482	1623	3
410.646	1624	3
410.875	1625	3
411.105	1626	3
411.379	1627	3
411.663	1628	3
411.915	1629	3
412.101	1630	3
412.309	1631	3
412.549	1632	3
412.757	1633	3
412.965	1634	3
413.271	1635	3
413.446	1636	3
413.698	1637	3
413.95	1638	3
414.147	1639	3
414.398	1640	3
414.617	1641	3.1
414.825	1642	3.1
414.989	1643	3.1
415.153	1644	3.1
415.328	1645	3.1
415.536	1646	3.1
415.832	1647	3.1
416.16	1648	3.1
416.39	1649	3.1
416.63	1650	3.1
416.849	1651	3.1
417.024	1652	3.1
417.21	1653	3.1
417.462	1654	3.1
417.648	1655	3.1
417.834	1656	3.1
418.085	1657	3.1
418.414	1658	3.1
418.643	1659	3.1
418.84	1660	3.1
419.026	1661	3.1
419.201	1662	3.1
419.377	1663	3.1
419.617	1664	3.1
419.803	1665	3.1
419.989	1666	3.1
420.186	1667	3.1
420.361	1668	3.1
420.536	1669	3.1
420.788	1670	3.1
420.996	1671	3.1
421.237	1672	3.1
421.455	1673	3.1
421.663	1674	3.1
421.882	1675	3.1
422.079	1676	3.1
422.298	1677	3.1
422.527	1678	3.1
422.735	1679	3.1
423.02	1680	3.1
423.26	1681	3.1
423.479	1682	3.1
423.687	1683	3.1
423.95	1684	3.1
424.158	1685	3.2
424.355	1686	3.2
424.562	1687	3.2
424.781	1688	3.2
424.989	1689	3.2
425.175	1690	3.2
425.372	1691	3.2
425.613	1692	3.2
425.799	1693	3.2
425.952	1694	3.2
426.116	1695	3.2
426.313	1696	3.2
426.521	1697	3.2
426.74	1698	3.2
426.98	1699	3.2
427.199	1700	3.2
427.451	1701	3.2
427.714	1702	3.2
427.899	1703	3.2
428.118	1704	3.2
428.315	1705	3.2
428.545	1706	3.2
428.753	1707	3.2
428.972	1708	3.2
429.201	1709	3.2
429.42	1710	3.2
429.617	1711	3.2
429.858	1712	3.2
430.066	1713	3.2
430.274	1714	3.2
430.558	1715	3.2
430.854	1716	3.2
431.007	1717	3.2
431.291	1718	3.2
431.554	1719	3.2
431.816	1720	3.2
432.046	1721	3.2
432.298	1722	3.2
432.637	1723	3.2
432.845	1724	3.2
433.118	1725	3.2
433.381	1726	3.2
433.578	1727	3.2
433.72	1728	3.2
433.994	1729	3.3
434.223	1730	3.3
434.475	1731	3.3
434.727	1732	3.3
434.978	1733	3.3
435.296	1734	3.3
435.591	1735	3.3
435.832	1736	3.3
436.061	1737	3.3
436.28	1738	3.3
436.532	1739	3.3
436.784	1740	3.3
437.013	1741	3.3
437.341	1742	3.3
437.615	1743	3.3
437.889	1744	3.3
438.085	1745	3.3
438.239	1746	3.3
438.458	1747	3.3
438.72	1748	3.3
438.873	1749	3.3
439.037	1750	3.3
439.234	1751	3.3
439.431	1752	3.3
439.65	1753	3.3
439.935	1754	3.3
440.241	1755	3.3
440.525	1756	3.3
440.744	1757	3.3
440.963	1758	3.3
441.127	1759	3.3
441.368	1760	3.3
441.598	1761	3.3
441.827	1762	3.3
442.046	1763	3.3
442.243	1764	3.3
442.484	1765	3.3
442.703	1766	3.3
442.954	1767	3.3
443.129	1768	3.3
443.403	1769	3.3
443.578	1770	3.3
443.753	1771	3.3
444.005	1772	3.3
444.223	1773	3.4
444.453	1774	3.4
444.661	1775	3.4
444.847	1776	3.4
445.066	1777	3.4
445.328	1778	3.4
445.591	1779	3.4
445.843	1780	3.4
446.05	1781	3.4
446.258	1782	3.4
446.543	1783	3.4
446.816	1784	3.4
447.068	1785	3.4
447.276	1786	3.4
447.527	1787	3.4
447.746	1788	3.4
447.998	1789	3.4
448.239	1790	3.4
448.403	1791	3.4
448.611	1792	3.4
448.862	1793	3.4
449.081	1794	3.4
449.366	1795	3.4
449.552	1796	3.4
449.814	1797	3.4
450.055	1798	3.4
450.219	1799	3.4
450.405	1800	3.4
450.689	1801	3.4
450.93	1802	3.4
451.116	1803	3.4
451.324	1804	3.4
451.587	1805	3.4
451.86	1806	3.4
452.024	1807	3.4
452.221	1808	3.4
452.418	1809	3.4
452.626	1810	3.4
452.845	1811	3.4
453.075	1812	3.4
453.271	1813	3.4
453.523	1814	3.4
453.742	1815	3.4
453.939	1816	3.4
454.114	1817	3.5
454.311	1818	3.5
454.53	1819	3.5
454.792	1820	3.5
455.044	1821	3.5
455.252	1822	3.5
455.503	1823	3.5
455.733	1824	3.5
455.941	1825	3.5
456.116	1826	3.5
456.324	1827	3.5
456.543	1828	3.5
456.784	1829	3.5
457.024	1830	3.5
457.243	1831	3.5
457.506	1832	3.5
457.713	1833	3.5
457.91	1834	3.5
458.151	1835	3.5
458.37	1836	3.5
458.589	1837	3.5
458.873	1838	3.5
459.114	1839	3.5
459.355	1840	3.5
459.563	1841	3.5
459.77	1842	3.5
459.967	1843	3.5
460.23	1844	3.5
460.471	1845	3.5
460.722	1846	3.5
460.974	1847	3.5
461.28	1848	3.5
461.554	1849	3.5
461.718	1850	3.5
461.959	1851	3.5
462.188	1852	3.5
462.506	1853	3.5
462.768	1854	3.5
463.042	1855	3.5
463.261	1856	3.5
463.534	1857	3.5
463.851	1858	3.5
464.059	1859	3.5
464.344	1860	3.5
464.53	1861	3.6
464.705	1862	3.6
464.869	1863	3.6
465.175	1864	3.6
465.471	1865	3.6
465.657	1866	3.6
465.886	1867	3.6
466.138	1868	3.6
466.324	1869	3.6
466.619	1870	3.6
466.893	1871	3.6
467.134	1872	3.6
467.331	1873	3.6
467.527	1874	3.6
467.757	1875	3.6
467.987	1876	3.6
468.217	1877	3.6
468.447	1878	3.6
468.665	1879	3.6
468.884	1880	3.6
469.048	1881	3.6
469.311	1882	3.6
469.53	1883	3.6
469.759	1884	3.6
469.946	1885	3.6
470.197	1886	3.6
470.405	1887	3.6
470.613	1888	3.6
470.897	1889	3.6
471.116	1890	3.6
471.335	1891	3.6
471.543	1892	3.6
471.794	1893	3.6
472.013	1894	3.6
472.232	1895	3.6
472.473	1896	3.6
472.735	1897	3.6
472.998	1898	3.6
473.206	1899	3.6
473.458	1900	3.6
473.72	1901	3.6
473.961	1902	3.6
474.169	1903	3.6
474.344	1904	3.6
474.595	1905	3.7
474.847	1906	3.7
475.044	1907	3.7
475.307	1908	3.7
475.536	1909	3.7
475.744	1910	3.7
475.941	1911	3.7
476.204	1912	3.7
476.444	1913	3.7
476.674	1914	3.7
476.86	1915	3.7
477.101	1916	3.7
477.396	1917	3.7
477.637	1918	3.7
477.932	1919	3.7
478.173	1920	3.7
478.392	1921	3.7
478.633	1922	3.7
478.917	1923	3.7
479.179	1924	3.7
479.398	1925	3.7
479.628	1926	3.7
479.814	1927	3.7
480.022	1928	3.7
480.208	1929	3.7
480.427	1930	3.7
480.635	1931	3.7
480.875	1932	3.7
481.138	1933	3.7
481.335	1934	3.7
481.608	1935	3.7
481.893	1936	3.7
482.101	1937	3.7
482.287	1938	3.7
482.484	1939	3.7
482.681	1940	3.7
482.889	1941	3.7
483.107	1942	3.7
483.37	1943	3.7
483.567	1944	3.7
483.775	1945	3.7
483.961	1946	3.7
484.125	1947	3.7
484.322	1948	3.7
484.53	1949	3.8
484.759	1950	3.8
484.956	1951	3.8
485.208	1952	3.8
485.46	1953	3.8
485.744	1954	3.8
485.974	1955	3.8
486.182	1956	3.8
486.433	1957	3.8
486.619	1958	3.8
486.838	1959	3.8
487.024	1960	3.8
487.243	1961	3.8
487.473	1962	3.8
487.702	1963	3.8
487.91	1964	3.8
488.118	1965	3.8
488.348	1966	3.8
488.534	1967	3.8
488.753	1968	3.8
488.983	1969	3.8
489.256	1970	3.8
489.519	1971	3.8
489.694	1972	3.8
489.913	1973	3.8
490.153	1974	3.8
490.35	1975	3.8
490.558	1976	3.8
490.821	1977	3.8
491.029	1978	3.8
491.247	1979	3.8
491.477	1980	3.8
491.783	1981	3.8
492.068	1982	3.8
492.287	1983	3.8
492.571	1984	3.8
492.768	1985	3.8
492.987	1986	3.8
493.195	1987	3.8
493.414	1988	3.8
493.687	1989	3.8
493.939	1990	3.8
494.136	1991	3.8
494.366	1992	3.8
494.595	1993	3.9
494.792	1994	3.9
495.055	1995	3.9
495.274	1996	3.9
495.547	1997	3.9
495.755	1998	3.9
495.963	1999	3.9
496.193	2000	3.9
496.422	2001	3.9
496.641	2002	3.9
496.827	2003	3.9
497.079	2004	3.9
497.374	2005	3.9
497.604	2006	3.9
497.812	2007	3.9
498.14	2008	3.9
498.392	2009	3.9
498.633	2010	3.9
498.906	2011	3.9
499.092	2012	3.9
499.289	2013	3.9
499.541	2014	3.9
499.803	2015	3.9
500.044	2016	3.9
500.274	2017	3.9
500.503	2018	3.9
500.711	2019	3.9
500.974	2020	3.9
501.258	2021	3.9
501.488	2022	3.9
501.718	2023	3.9
502.013	2024	3.9
502.21	2025	3.9
502.484	2026	3.9
502.681	2027	3.9
502.856	2028	3.9
503.053	2029	3.9
503.326	2030	3.9
503.589	2031	3.9
503.775	2032	3.9
504.07	2033	3.9
504.245	2034	3.9
504.442	2035	3.9
504.705	2036	3.9
504.902	2037	4
505.219	2038	4
505.438	2039	4
505.678	2040	4
505.875	2041	4
506.094	2042	4
506.324	2043	4
506.598	2044	4
506.838	2045	4
507.024	2046	4
507.309	2047	4
507.549	2048	4
507.79	2049	4
507.987	2050	4
508.217	2051	4
508.425	2052	4
508.665	2053	4
508.906	2054	4
509.125	2055	4
509.366	2056	4
509.595	2057	4
509.781	2058	4
509.956	2059	4
510.164	2060	4
510.405	2061	4
510.646	2062	4
510.908	2063	4
511.105	2064	4
511.313	2065	4
511.532	2066	4
511.729	2067	4
511.915	2068	4
512.145	2069	4
512.407	2070	4
512.637	2071	4
512.878	2072	4
513.053	2073	4
513.261	2074	4
513.479	2075	4
513.698	2076	4
513.895	2077	4
514.092	2078	4
514.322	2079	4
514.617	2080	4
514.847	2081	4
515.077	2082	4.1
515.285	2083	4.1
515.525	2084	4.1
515.788	2085	4.1
515.963	2086	4.1
516.215	2087	4.1
516.455	2088	4.1
516.641	2089	4.1
516.816	2090	4.1
517.046	2091	4.1
517.32	2092	4.1
517.582	2093	4.1
517.845	2094	4.1
518.009	2095	4.1
518.304	2096	4.1
518.534	2097	4.1
518.797	2098	4.1
519.048	2099	4.1
519.3	2100	4.1
519.475	2101	4.1
519.76	2102	4.1
519.989	2103	4.1
520.23	2104	4.1
520.492	2105	4.1
520.689	2106	4.1
520.93	2107	4.1
521.105	2108	4.1
521.335	2109	4.1
521.598	2110	4.1
521.871	2111	4.1
522.101	2112	4.1
522.309	2113	4.1
522.571	2114	4.1
522.768	2115	4.1
523.009	2116	4.1
523.206	2117	4.1
523.425	2118	4.1
523.644	2119	4.1
523.906	2120	4.1
524.081	2121	4.1
524.322	2122	4.1
524.508	2123	4.1
524.683	2124	4.1
524.891	2125	4.1
525.088	2126	4.2
525.339	2127	4.2
525.569	2128	4.2
525.788	2129	4.2
525.985	2130	4.2
526.171	2131	4.2
526.433	2132	4.2
526.707	2133	4.2
527.002	2134	4.2
527.232	2135	4.2
527.462	2136	4.2
527.637	2137	4.2
527.801	2138	4.2
528.02	2139	4.2
528.239	2140	4.2
528.468	2141	4.2
528.644	2142	4.2
528.851	2143	4.2
529.081	2144	4.2
529.289	2145	4.2
529.53	2146	4.2
529.803	2147	4.2
530.033	2148	4.2
530.23	2149	4.2
530.438	2150	4.2
530.689	2151	4.2
530.875	2152	4.2
531.094	2153	4.2
531.324	2154	4.2
531.576	2155	4.2
531.751	2156	4.2
531.97	2157	4.2
532.134	2158	4.2
532.396	2159	4.2
532.637	2160	4.2
532.932	2161	4.2
533.162	2162	4.2
533.425	2163	4.2
533.632	2164	4.2
533.939	2165	4.2
534.136	2166	4.2
534.333	2167	4.2
534.617	2168	4.2
534.913	2169	4.2
535.131	2170	4.3
535.427	2171	4.3
535.679	2172	4.3
535.908	2173	4.3
536.083	2174	4.3
536.28	2175	4.3
536.499	2176	4.3
536.718	2177	4.3
536.991	2178	4.3
537.265	2179	4.3
537.484	2180	4.3
537.768	2181	4.3
537.987	2182	4.3
538.184	2183	4.3
538.479	2184	4.3
538.676	2185	4.3
538.928	2186	4.3
539.169	2187	4.3
539.387	2188	4.3
539.617	2189	4.3
539.88	2190	4.3
540.099	2191	4.3
540.317	2192	4.3
540.536	2193	4.3
540.799	2194	4.3
541.039	2195	4.3
541.346	2196	4.3
541.608	2197	4.3
541.937	2198	4.3
542.232	2199	4.3
542.593	2200	4.3
542.9	2201	4.3
543.096	2202	4.3
543.315	2203	4.3
543.545	2204	4.3
543.764	2205	4.3
544.026	2206	4.3
544.267	2207	4.3
544.541	2208	4.3
544.792	2209	4.3
544.989	2210	4.3
545.208	2211	4.3
545.427	2212	4.3
545.635	2213	4.3
545.886	2214	4.4
546.094	2215	4.4
546.247	2216	4.4
546.466	2217	4.4
546.794	2218	4.4
547.046	2219	4.4
547.396	2220	4.4
547.615	2221	4.4
547.911	2222	4.4
548.118	2223	4.4
548.326	2224	4.4
548.556	2225	4.4
548.818	2226	4.4
548.994	2227	4.4
549.256	2228	4.4
549.464	2229	4.4
549.65	2230	4.4
549.924	2231	4.4
550.274	2232	4.4
550.493	2233	4.4
550.722	2234	4.4
550.93	2235	4.4
551.171	2236	4.4
551.401	2237	4.4
551.554	2238	4.4
551.751	2239	4.4
552.024	2240	4.4
552.243	2241	4.4
552.429	2242	4.4
552.714	2243	4.4
552.878	2244	4.4
553.129	2245	4.4
553.326	2246	4.4
553.578	2247	4.4
553.895	2248	4.4
554.125	2249	4.4
554.344	2250	4.4
554.562	2251	4.4
554.869	2252	4.4
555.055	2253	4.4
555.372	2254	4.4
555.602	2255	4.4
555.908	2256	4.4
556.258	2257	4.4
556.455	2258	4.5
556.663	2259	4.5
556.926	2260	4.5
557.166	2261	4.5
557.396	2262	4.5
557.571	2263	4.5
557.878	2264	4.5
558.096	2265	4.5
558.326	2266	4.5
558.545	2267	4.5
558.775	2268	4.5
559.015	2269	4.5
559.289	2270	4.5
559.552	2271	4.5
559.836	2272	4.5
560.088	2273	4.5
560.394	2274	4.5
560.7	2275	4.5
560.919	2276	4.5
561.116	2277	4.5
561.335	2278	4.5
561.598	2279	4.5
561.882	2280	4.5
562.112	2281	4.5
562.331	2282	4.5
562.571	2283	4.5
562.867	2284	4.5
563.053	2285	4.5
563.282	2286	4.5
563.545	2287	4.5
563.786	2288	4.5
564.016	2289	4.5
564.289	2290	4.5
564.639	2291	4.5
564.858	2292	4.5
565.066	2293	4.5
565.252	2294	4.5
565.438	2295	4.5
565.591	2296	4.5
565.777	2297	4.5
565.974	2298	4.5
566.226	2299	4.5
566.444	2300	4.5
566.696	2301	4.5
566.871	2302	4.6
567.101	2303	4.6
567.32	2304	4.6
567.582	2305	4.6
567.812	2306	4.6
568.042	2307	4.6
568.239	2308	4.6
568.447	2309	4.6
568.611	2310	4.6
568.851	2311	4.6
569.093	2312	4.6
569.288	2313	4.6
569.497	2314	4.6
569.792	2315	4.6
569.967	2316	4.6
570.186	2317	4.6
570.46	2318	4.6
570.744	2319	4.6
570.963	2320	4.6
571.16	2321	4.6
571.368	2322	4.6
571.619	2323	4.6
571.915	2324	4.6
572.155	2325	4.6
572.375	2326	4.6
572.593	2327	4.6
572.899	2328	4.6
573.184	2329	4.6
573.392	2330	4.6
573.589	2331	4.6
573.797	2332	4.6
574.059	2333	4.6
574.3	2334	4.6
574.537	2335	4.6
574.764	2336	4.6
575.022	2337	4.6
575.247	2338	4.6
575.547	2339	4.6
575.777	2340	4.6
576.028	2341	4.6
576.313	2342	4.6
576.587	2343	4.6
576.794	2344	4.6
576.928	2345	4.6
577.172	2346	4.7
577.464	2347	4.7
577.682	2348	4.7
577.95	2349	4.7
578.221	2350	4.7
578.49	2351	4.7
578.734	2352	4.7
578.929	2353	4.7
579.152	2354	4.7
579.395	2355	4.7
579.613	2356	4.7
579.881	2357	4.7
580.103	2358	4.7
580.277	2359	4.7
580.475	2360	4.7
580.748	2361	4.7
580.971	2362	4.7
581.193	2363	4.7
581.414	2364	4.7
581.659	2365	4.7
581.904	2366	4.7
582.099	2367	4.7
582.39	2368	4.7
582.607	2369	4.7
582.777	2370	4.7
582.97	2371	4.7
583.209	2372	4.7
583.423	2373	4.7
583.731	2374	4.7
583.897	2375	4.7
584.144	2376	4.7
584.396	2377	4.7
584.622	2378	4.7
584.849	2379	4.7
585.05	2380	4.7
585.248	2381	4.7
585.47	2382	4.7
585.717	2383	4.7
585.865	2384	4.7
586.059	2385	4.7
586.34	2386	4.7
586.55	2387	4.7
586.873	2388	4.7
587.12	2389	4.7
587.338	2390	4.8
587.557	2391	4.8
587.824	2392	4.8
587.994	2393	4.8
588.276	2394	4.8
588.511	2395	4.8
588.77	2396	4.8
589.048	2397	4.8
589.27	2398	4.8
589.537	2399	4.8
589.781	2400	4.8
589.961	2401	4.8
590.233	2402	4.8
590.465	2403	4.8
590.694	2404	4.8
590.878	2405	4.8
591.061	2406	4.8
591.311	2407	4.8
591.539	2408	4.8
591.813	2409	4.8
592.076	2410	4.8
592.291	2411	4.8
592.554	2412	4.8
592.793	2413	4.8
593.023	2414	4.8
593.333	2415	4.8
593.592	2416	4.8
593.835	2417	4.8
594.018	2418	4.8
594.201	2419	4.8
594.406	2420	4.8
594.679	2421	4.8
594.913	2422	4.8
595.125	2423	4.8
595.289	2424	4.8
595.524	2425	4.8
595.761	2426	4.8
596.017	2427	4.8
596.25	2428	4.8
596.483	2429	4.8
596.717	2430	4.8
596.974	2431	4.8
597.23	2432	4.8
597.44	2433	4.8
597.749	2434	4.9
597.985	2435	4.9
598.247	2436	4.9
598.483	2437	4.9
598.692	2438	4.9
598.932	2439	4.9
599.1	2440	4.9
599.316	2441	4.9
599.556	2442	4.9
599.799	2443	4.9
600.018	2444	4.9
600.236	2445	4.9
600.479	2446	4.9
600.674	2447	4.9
600.917	2448	4.9
601.112	2449	4.9
601.33	2450	4.9
601.622	2451	4.9
601.769	2452	4.9
601.987	2453	4.9
602.181	2454	4.9
602.431	2455	4.9
602.617	2456	4.9
602.808	2457	4.9
602.998	2458	4.9
603.26	2459	4.9
603.426	2460	4.9
603.595	2461	4.9
603.837	2462	4.9
604.128	2463	4.9
604.321	2464	4.9
604.5	2465	4.9
604.663	2466	4.9
604.907	2467	4.9
605.176	2468	4.9
605.444	2469	4.9
605.595	2470	4.9
605.769	2471	4.9
605.993	2472	4.9
606.292	2473	4.9
606.541	2474	4.9
606.861	2475	4.9
607.057	2476	4.9
607.328	2477	4.9
607.549	2478	5
607.818	2479	5
608.037	2480	5
608.232	2481	5
608.523	2482	5
608.782	2483	5
609.087	2484	5
609.322	2485	5
609.565	2486	5
609.785	2487	5
610.053	2488	5
610.248	2489	5
610.466	2490	5
610.605	2491	5
610.813	2492	5
611.09	2493	5
611.298	2494	5
611.513	2495	5
611.781	2496	5
612.001	2497	5
612.196	2498	5
612.442	2499	5
612.664	2500	5
612.91	2501	5
613.107	2502	5
613.404	2503	5
613.685	2504	5
613.912	2505	5
614.13	2506	5
614.374	2507	5
614.621	2508	5
614.844	2509	5.1
615.091	2510	5.1
615.313	2511	5.1
615.508	2512	5.1
615.726	2513	5.1
615.896	2514	5.1
616.089	2515	5.1
616.383	2516	5.1
616.644	2517	5.1
616.906	2518	5.1
617.073	2519	5.1
617.216	2520	5.1
617.454	2521	5.1
617.714	2522	5.1
617.95	2523	5.1
618.162	2524	5.1
618.358	2525	5.1
618.557	2526	5.2
618.806	2527	5.2
619.039	2528	5.2
619.237	2529	5.2
619.424	2530	5.2
619.641	2531	5.2
619.906	2532	5.2
620.099	2533	5.2
620.293	2534	5.2
620.555	2535	5.2
620.817	2536	5.2
621.079	2537	5.2
621.274	2538	5.2
621.493	2539	5.2
621.736	2540	5.2
621.954	2541	5.2
622.249	2542	5.2
622.444	2543	5.3
622.713	2544	5.3
622.981	2545	5.3
623.178	2546	5.3
623.467	2547	5.3
623.684	2548	5.3
623.926	2549	5.3
624.219	2550	5.3
624.476	2551	5.3
624.666	2552	5.3
624.911	2553	5.3
625.073	2554	5.3
625.313	2555	5.3
625.553	2556	5.3
625.841	2557	5.3
626.081	2558	5.3
626.272	2559	5.3
626.509	2560	5.4
626.746	2561	5.4
626.983	2562	5.4
627.172	2563	5.4
627.356	2564	5.4
627.609	2565	5.4
627.908	2566	5.4
628.094	2567	5.4
628.42	2568	5.4
628.583	2569	5.4
628.769	2570	5.4
629.026	2571	5.4
629.196	2572	5.4
629.416	2573	5.4
629.709	2574	5.4
629.879	2575	5.4
630.027	2576	5.4
630.214	2577	5.5
630.428	2578	5.5
630.643	2579	5.5
630.884	2580	5.5
631.044	2581	5.5
631.289	2582	5.5
631.605	2583	5.5
631.921	2584	5.5
632.09	2585	5.5
632.297	2586	5.5
632.573	2587	5.5
632.8	2588	5.5
633.045	2589	5.5
633.287	2590	5.5
633.529	2591	5.5
633.831	2592	5.5
634.157	2593	5.5
634.44	2594	5.6
634.723	2595	5.6
634.959	2596	5.6
635.15	2597	5.6
635.338	2598	5.6
635.572	2599	5.6
635.759	2600	5.6
636.066	2601	5.6
636.276	2602	5.6
636.509	2603	5.6
636.789	2604	5.6
636.998	2605	5.6
637.233	2606	5.6
637.466	2607	5.6
637.653	2608	5.6
637.863	2609	5.6
638.077	2610	5.6
638.224	2611	5.7
638.493	2612	5.7
638.747	2613	5.7
638.965	2614	5.7
639.183	2615	5.7
639.352	2616	5.7
639.593	2617	5.7
639.882	2618	5.7
640.123	2619	5.7
640.384	2620	5.7
640.597	2621	5.7
640.81	2622	5.7
641.027	2623	5.7
641.267	2624	5.7
641.454	2625	5.7
641.747	2626	5.7
642.06	2627	5.7
642.271	2628	5.8
642.455	2629	5.8
642.665	2630	5.8
642.849	2631	5.8
643.148	2632	5.8
643.353	2633	5.8
643.557	2634	5.8
643.863	2635	5.8
644.103	2636	5.8
644.331	2637	5.8
644.514	2638	5.8
644.756	2639	5.8
644.924	2640	5.8
645.111	2641	5.8
645.274	2642	5.8
645.554	2643	5.8
645.787	2644	5.8
645.977	2645	5.9
646.195	2646	5.9
646.485	2647	5.9
646.679	2648	5.9
646.922	2649	5.9
647.156	2650	5.9
647.318	2651	5.9
647.504	2652	5.9
647.759	2653	5.9
647.923	2654	5.9
648.158	2655	5.9
648.464	2656	5.9
648.652	2657	5.9
648.84	2658	5.9
649.074	2659	5.9
649.238	2660	5.9
649.508	2661	5.9
649.776	2662	6
649.99	2663	6
650.225	2664	6
650.46	2665	6
650.718	2666	6
650.978	2667	6
651.254	2668	6
651.501	2669	6
651.712	2670	6
651.915	2671	6
652.152	2672	6
652.342	2673	6
652.579	2674	6
652.796	2675	6
652.982	2676	6
653.212	2677	6
653.396	2678	6
653.603	2679	6.1
653.833	2680	6.1
654.045	2681	6.1
654.278	2682	6.1
654.581	2683	6.1
654.767	2684	6.1
654.991	2685	6.1
655.201	2686	6.1
655.436	2687	6.1
655.62	2688	6.1
655.883	2689	6.1
656.039	2690	6.1
656.245	2691	6.1
656.478	2692	6.1
656.761	2693	6.1
656.943	2694	6.1
657.174	2695	6.1
657.353	2696	6.2
657.634	2697	6.2
657.893	2698	6.2
658.131	2699	6.2
658.315	2700	6.2
658.527	2701	6.2
658.764	2702	6.2
658.958	2703	6.2
659.2	2704	6.2
659.442	2705	6.2
659.659	2706	6.2
659.9	2707	6.2
660.137	2708	6.2
660.422	2709	6.2
660.682	2710	6.2
660.848	2711	6.2
661.16	2712	6.2
661.376	2713	6.3
661.591	2714	6.3
661.806	2715	6.3
662.064	2716	6.3
662.296	2717	6.3
662.551	2718	6.3
662.806	2719	6.3
662.954	2720	6.3
663.205	2721	6.3
663.406	2722	6.3
663.556	2723	6.3
663.707	2724	6.3
663.91	2725	6.3
664.118	2726	6.3
664.406	2727	6.3
664.64	2728	6.3
664.849	2729	6.3
665.071	2730	6.4
665.355	2731	6.4
665.521	2732	6.4
665.782	2733	6.4
665.95	2734	6.4
666.145	2735	6.4
666.389	2736	6.4
666.56	2737	6.4
666.78	2738	6.4
666.926	2739	6.4
667.095	2740	6.4
667.333	2741	6.4
667.5	2742	6.4
667.676	2743	6.4
667.909	2744	6.4
668.154	2745	6.4
668.347	2746	6.4
668.612	2747	6.5
668.829	2748	6.5
669.087	2749	6.5
669.318	2750	6.5
669.526	2751	6.5
669.734	2752	6.5
669.988	2753	6.5
670.172	2754	6.5
670.309	2755	6.5
670.561	2756	6.5
670.744	2757	6.5
671.016	2758	6.5
671.149	2759	6.5
671.416	2760	6.5
671.577	2761	6.5
671.817	2762	6.5
672.056	2763	6.5
672.334	2764	6.6
672.496	2765	6.6
672.752	2766	6.6
672.984	2767	6.6
673.122	2768	6.6
673.375	2769	6.6
673.513	2770	6.6
